problem,algorithm,noise_pct,trial,igd_auc,final_igd,n_batches
ZDT2,NEHVI_SMS,20,2,5.918348502885092,0.49109188267989035,12
ZDT2,NEHVI_SMS,20,3,11.235900348063266,0.8992139087876129,12
ZDT2,NEHVI_SMS,20,4,10.274970470460824,0.8049589938346559,12
ZDT2,Traditional_NEHVI,0,0,10.76362557272377,0.5006337475685475,12
ZDT2,Traditional_NEHVI,0,1,15.621059747663239,0.8938749345649983,12
ZDT2,Traditional_NEHVI,0,2,29.967287146955456,1.9333733643197069,12
ZDT2,Traditional_NEHVI,0,3,6.032036662317221,0.5483669693015655,12
ZDT2,Traditional_NEHVI,0,4,20.694812258617084,1.254231045976793,12
ZDT2,Traditional_NEHVI,0,5,17.235362925428696,1.4987272109068432,12
ZDT2,Traditional_NEHVI,0,6,19.242036752171977,0.9867711154959989,12
ZDT2,Traditional_NEHVI,0,7,11.973655686598795,1.0411874510085908,12
ZDT2,Traditional_NEHVI,0,8,8.280195493938148,0.7200169994728824,12
ZDT2,Traditional_NEHVI,0,9,28.13018590570848,1.5623325946130007,12
ZDT2,Traditional_NEHVI,1,0,13.680154957445415,1.2436504506768558,12
